Name,Title,Price,Availability,Description,Size,Dispatch
Phil Foden,Phil Foden Official Manchester City Front Signed and Framed 2020-21 Home Shirt: Citizens Edition,£467.49,Out of stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official Manchester City Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Phil Foden,Phil Foden Official Manchester City Back Signed and Framed 2021-22 Home Shirt: UEFA Champions League Edition,£509.99,Out of stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official Manchester City Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Phil Foden,Phil Foden Front Signed England 2020 Home Shirt,£299.99,Out of stock,"This England shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Phil Foden,Phil Foden Official UEFA Champions League Back Signed and Framed Manchester City 2021-22 Home Shirt: UEFA Champions League Edition,£649.99,Out of stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Usually dispatched within 8-10 working days
Phil Foden,Phil Foden Official UEFA Champions League Back Signed and Hero Framed Manchester City 2021-22 Home Shirt: UEFA Champions League Edition,£699.99,Out of stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Usually dispatched within 8-10 working days
Phil Foden,Phil Foden Front Signed England 2020 Home Shirt In Deluxe Packaging,£334.99,Out of stock,"This England shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
Phil Foden,Phil Foden Front Signed England 2020 Home Shirt In Classic Frame,£474.99,Out of stock,"This England shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Phil Foden,Phil Foden Front Signed England 2020 Home Shirt In Hero Frame: Option 1,£499.99,Out of stock,"This England shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Phil Foden,Ederson & Phil Foden Signed Manchester City Shirts In Official UEFA Champions League Dual Frame,"£1,499.99",Out of stock,"This stunning 120cm x 90cm frame displays two signed Manchester City shirts side by side: one signed by Ederson and the other signed by Phil Foden. Every frame comes with an official UEFA Champions League Certificate of Authenticity for each shirt which gives details, where available, of the date and/or location at which the items were autographed. A spectacular homage to two great icons, this official UEFA Champions League Dual Frame is not to be missed!",Approximate size: 1000mm (H) x 1200mm (W) x 16mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Phil Foden,Jack Grealish & Phil Foden Signed Manchester City Shirts In Official UEFA Champions League Dual Frame,"£1,499.99",Out of stock,"This stunning 120cm x 90cm frame displays two signed Manchester City shirts side by side: one signed by Jack Grealish and the other signed by Phil Foden. Every frame comes with an official UEFA Champions League Certificate of Authenticity for each shirt which gives details, where available, of the date and/or location at which the items were autographed. A spectacular homage to two great icons, this official UEFA Champions League Dual Frame is not to be missed!",Approximate size: 1000mm (H) x 1200mm (W) x 16mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Phil Foden,Phil Foden Back Signed Manchester City 2020-21 Home Shirt,£299.99,Out of stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Phil Foden,Phil Foden Official UEFA Champions League Back Signed and Framed Manchester City 2021-22 Home Shirt,£599.99,Out of stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Usually dispatched within 8-10 working days
Phil Foden,Phil Foden Official UEFA Champions League Back Signed and Hero Framed Manchester City 2021-22 Home Shirt,£649.99,Out of stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Usually dispatched within 8-10 working days
Phil Foden,Phil Foden Back Signed Manchester City 2023-24 Long Sleeved Home Shirt,£399.99,Out of stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Phil Foden,Phil Foden Official UEFA Champions League Signed Football In Acrylic Case,£349.99,In stock,"This excellent UEFA Champions League football was personally signed by Manchester City star Phil Foden during a private signing session on August 3rd, 2022. The ball comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 260mm (W) x 260mm (D) x 265mm (H),Dispatch time: Usually dispatched within 3-4 working days
Phil Foden,Phil Foden Back Signed Manchester City 2023-24 Home Shirt,£399.99,In stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Phil Foden,Phil Foden Official Manchester City Back Signed and Framed 2023-24 Home Shirt,£552.49,In stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official Manchester City Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Icons.com is the only place to buy an official, authentic and exclusive piece of Manchester City memorabilia. Official Manchester City memorabilia comes with a branded hologram stuck to the product. The hologram carries a unique alphanumeric code and serves as your proof that the product is 100% official.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Usually dispatched within 8-10 working days
Phil Foden,Phil Foden Official UEFA Champions League Back Signed and Framed Manchester City 2023-24 Home Shirt,£699.99,In stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Usually dispatched within 8-10 working days
Phil Foden,Phil Foden Official UEFA Champions League Back Signed and Hero Framed Manchester City 2023-24 Home Shirt,£749.99,In stock,"This Manchester City shirt was personally signed by Phil Foden during a private signing session. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Usually dispatched within 8-10 working days
Roberto Firmino,Roberto Firmino Back Signed Liverpool 2017-18 Home Shirt In Classic Frame,£399.99,Out of stock,"This superb Liverpool home shirt was personally signed by one of the team's most exciting players: Roberto Firmino. This item comes with an Icons Certificate of Authenticity, so you can be sure that it's a genuine product. Firmino has emerged as one of Jurgen Klopp's most exhilarating talents alongside fellow attacking midfielders Sadio Mane and Mohamed Salah. So if you're a Liverpool fan who loves Klopp's ""heavy metal football"" you won't want to miss this excellent framed shirt, signed by one of the team's most exhilarating talents.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Roberto Firmino,Roberto Firmino Back Signed Liverpool 2017-18 Home Shirt In Hero Frame: Option 1,£449.99,Out of stock,"This superb Liverpool home shirt was personally signed by one of the team's most exciting players: Roberto Firmino. This item comes with an Icons Certificate of Authenticity, so you can be sure that it's a genuine product. Firmino has emerged as one of Jurgen Klopp's most exhilarating talents alongside fellow attacking midfielders Sadio Mane and Mohamed Salah. So if you're a Liverpool fan who loves Klopp's ""heavy metal football"" you won't want to miss this excellent framed shirt, signed by one of the team's most exhilarating talents.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Roberto Firmino,Roberto Firmino Back Signed Liverpool 2017-18 Home Shirt In Hero Frame: Option 2,£449.99,Out of stock,"This superb Liverpool home shirt was personally signed by one of the team's most exciting players: Roberto Firmino. This item comes with an Icons Certificate of Authenticity, so you can be sure that it's a genuine product. Firmino has emerged as one of Jurgen Klopp's most exhilarating talents alongside fellow attacking midfielders Sadio Mane and Mohamed Salah. So if you're a Liverpool fan who loves Klopp's ""heavy metal football"" you won't want to miss this excellent framed shirt, signed by one of the team's most exhilarating talents.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Roberto Firmino,Roberto Firmino Back Signed Liverpool 2019-20 Home Shirt In Classic Frame,£399.99,Out of stock,"This superb Liverpool home shirt was personally signed by one of the team's most exciting players: Roberto Firmino. This item comes with an Icons Certificate of Authenticity, so you can be sure that it's a genuine product. Firmino has emerged as one of Jurgen Klopp's most exhilarating talents alongside fellow attacking midfielders Sadio Mane and Mohamed Salah. So if you're a Liverpool fan who loves Klopp's ""heavy metal football"" you won't want to miss this excellent shirt, signed by one of the team's most exhilarating talents.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Roberto Firmino,Roberto Firmino Back Signed Liverpool 2019-20 Home Shirt In Hero Frame: Option 1,£449.99,Out of stock,"This superb Liverpool home shirt was personally signed by one of the team's most exciting players: Roberto Firmino. This item comes with an Icons Certificate of Authenticity, so you can be sure that it's a genuine product. Firmino has emerged as one of Jurgen Klopp's most exhilarating talents alongside fellow attacking midfielders Sadio Mane and Mohamed Salah. So if you're a Liverpool fan who loves Klopp's ""heavy metal football"" you won't want to miss this excellent shirt, signed by one of the team's most exhilarating talents.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Roberto Firmino,Sadio Mane & Roberto Firmino Signed Liverpool Shirts In Classic Dual Frame,£999.99,Out of stock,"This stunning 120cm x 90cm frame displays two signed 2019-20 Liverpool home shirts side by side: one signed by Sadio Mane and the other by Roberto Firmino. Every frame comes with an official Icons Certificate of Authenticity for each shirt. A spectacular homage to two great icons, this Classic Dual Frame is not to be missed!",Approximate size: 1200mm (W) x 900mm (H) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Roberto Firmino,Roberto Firmino Signed Liverpool 2019-20 Home Shirt In Commentary Chart Frame,£499.99,Out of stock,"This superb Liverpool home shirt was personally signed by one of the team's most exciting players: Roberto Firmino. This item comes with an Icons Certificate of Authenticity, so you can be sure that it's a genuine product. Firmino has emerged as one of Jurgen Klopp's most exhilarating talents alongside fellow attacking midfielders Sadio Mane and Mohamed Salah. So if you're a Liverpool fan who loves Klopp's ""heavy metal football"" you won't want to miss this excellent framed shirt, signed by one of the team's most exhilarating talents. The shirt is framed alongside a printed version of Clive Tyldesley's Commentary Chart for the 2019-20 Premier League season, in which Liverpool were crowned champions.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Usually dispatched within 8-10 working days
Fernandinho,Fernandinho Official UEFA Champions League Back Signed and Framed Manchester City 2021-22 Home Shirt,£424.99,Out of stock,"This excellent Manchester City home shirt was personally signed by City legend Fernandinho during a private signing session in Manchester on April 11th, 2022. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Fernandinho,Fernandinho Official UEFA Champions League Back Signed and Hero Framed Manchester City 2021-22 Home Shirt,£474.99,Out of stock,"This excellent Manchester City home shirt was personally signed by City legend Fernandinho during a private signing session in Manchester on April 11th, 2022. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Fernandinho,Fernandinho Official Manchester City Back Signed and Framed 2021-22 Home Shirt: Citizens Edition,£403.74,Out of stock,"This excellent Manchester City home shirt was personally signed by City legend Fernandinho during a private signing session in Manchester on April 11th, 2022. The shirt comes with an official Manchester City Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Fernandinho,Fernandinho Signed Manchester City Captain's Armband,£139.99,In stock,"This excellent Manchester City branded captain's armband was personally signed by City captain Fernandinho during a private signing session organised and conducted by Icons in Manchester on April 11th, 2022. The armband comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on your item is 100% genuine.",,
Fernandinho,Fernandinho Official Manchester City Signed and Framed Captain's Armband: Champions Edition,£244.99,In stock,"This excellent Manchester City branded captain's armband was personally signed by City captain Fernandinho during a private signing session organised and conducted by Icons in Manchester on April 11th, 2022. The armband comes with an official Manchester City Certificate of Authenticity, which serves as your proof that the signature on your item is 100% genuine.",Approximate size: 580mm (L) x 470mm (H) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Fernandinho,Fernandinho Back Signed Brazil 2020-21 Home Shirt,£224.99,In stock,"This excellent Brazil home shirt was personally signed by City legend Fernandinho during a private signing session in Manchester on April 11th, 2022. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Fernandinho,Fernandinho Official FIFA World Cup Back Signed and Framed Brazil 2020-21 Home Shirt,£799.99,In stock,"This excellent Brazil home shirt was personally signed by City legend Fernandinho during a private signing session in Manchester on April 11th, 2022. The shirt comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Capture the spirit of the FIFA World Cup with this officially licensed product, exclusive to Icons.com.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Fernandinho,Fernandinho Signed and Framed Manchester City Captain's Armband,£299.99,In stock,"This excellent Manchester City branded captain's armband was personally signed by City captain Fernandinho during a private signing session organised and conducted by Icons in Manchester on April 11th, 2022. The armband comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on your item is 100% genuine.",,
Bruno Fernandes,Bruno Fernandes Signed Manchester United Street Sign,£299.99,In stock,"This street sign was personally signed by Bruno Fernandes during a private signing session in Manchester on November 29th, 2021. The street sign comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Bruno Fernandes,Bruno Fernandes Back Signed Manchester United 2021-22 Away Shirt In Deluxe Packaging,£339.49,In stock,"This shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on November 29th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
Bruno Fernandes,Bruno Fernandes Front Signed Manchester United 2021-22 Home Shirt In Deluxe Packaging,£414.99,In stock,"This shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on 29/11/2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
Bruno Fernandes,Bruno Fernandes Front Signed Manchester United 2021-22 Home Shirt In Classic Frame,£554.99,In stock,"This shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on 29/11/2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Bruno Fernandes,Bruno Fernandes Front Signed Manchester United 2021-22 Home Shirt In Hero Frame: Option 1,£579.99,In stock,"This shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on 29/11/2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Bruno Fernandes,Bruno Fernandes Back Signed Manchester United 2021-22 Away Shirt In Hero Frame: Option 1,£454.99,In stock,"This shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on November 29th, 2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Bruno Fernandes,Bruno Fernandes Front Signed Portugal 2020-21 Home Shirt In Deluxe Packaging,£290.49,In stock,"This shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on 29/11/2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
Bruno Fernandes,Bruno Fernandes Front Signed Portugal 2020-21 Home Shirt In Classic Frame,£388.49,In stock,"This shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on 29/11/2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in classic shirt framing that features elegant black moulding with silver inlay, luxurious double mount, two high resolution action photos and Icons.com branded plaque.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Bruno Fernandes,Bruno Fernandes Front Signed Portugal 2020-21 Home Shirt In Hero Frame: Option 1,£405.99,In stock,"This shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on 29/11/2021. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Presented in hero shirt framing that features elegant black moulding with silver inlay, luxurious double mount, one large high resolution action photo and Icons.com branded plaque.",Approximate size: 1015mm (W) x 750mm (H) x 25mm (D),Dispatch time: Fast dispatch in 3-4 working days sent via DHL Express
Bruno Fernandes,Bruno Fernandes Signed Orange & White Nike Boot,£239.99,In stock,"This boot was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The boot comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Bruno Fernandes,Bruno Fernandes Signed Nike Premier League Pitch Football,£299.99,In stock,"This ball was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The ball comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Bruno Fernandes,Original Bruno Fernandes Signed and Premium Framed Tribute Artwork,"£9,999.99",In stock,"This is a stunning original hand-drawn tribute to Manchester United football star Bruno Fernandes was personally signed by the United hero himself during a private signing session. The drawing was made and also signed by portrait artist Del Llewellyn (@llewellynillustrations). This original, of which there is only one in the world, comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on this incredible item is 100% genuine.",,
Bruno Fernandes,Bruno Fernandes Signed Nike Premier League Pitch Football In Acrylic Case,£349.99,In stock,"This ball was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The ball comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 260mm (W) x 260mm (D) x 265mm (H),Dispatch time: Usually dispatched within 3-4 working days
Bruno Fernandes,Bruno Fernandes Signed LEGO® Old Trafford Set,£999.99,In stock,"**Please note** This LEGO® set is dispatched unassembled. It comes with full assembly instructions as per a normal LEGO® set.
The green pitch brick from this special edition Old Trafford LEGO® set was personally signed by Manchester United icon Bruno Fernandes during an official private signing session on October 14th, 2022. The set comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature on the brick is 100% genuine.",,
Bruno Fernandes,Bruno Fernandes Signed Portugal 2022-23 Home Shirt With Fan Style Numbers,£399.99,In stock,"This Portugal shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Bruno Fernandes,Bruno Fernandes Official FIFA World Cup Signed Adidas FIFA World Cup Football In Acrylic Case,£499.99,In stock,"This ball was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The ball comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",Approximate size: 260mm (W) x 260mm (D) x 265mm (H),Dispatch time: Usually dispatched within 2-3 working days
Bruno Fernandes,Bruno Fernandes Official FIFA World Cup Signed and Framed Portugal 2022-23 Home Shirt With Fan Style Numbers,£899.99,In stock,"This Portugal shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The shirt comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. Capture the spirit of the FIFA World Cup with this officially licensed product, exclusive to Icons.com.",Approximate size: 885mm (H) x 780mm (W) x 30mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes Official FIFA World Cup Signed and Framed Plaque: 2022 Goal vs Uruguay,£639.99,In stock,"The plaque in this official FIFA World Cup photo frame was personally signed by Portugal star Bruno Fernandes during a private signing session. The plaque is framed below an iconic photo of Fernandes playing in the 2022 FIFA World Cup in Qatar. It comes with an official FIFA World Cup Certificate of Authenticity, which serves as your proof the signature is 100% genuine.",,
Bruno Fernandes,Bruno Fernandes Official UEFA Champions League Front Signed and Hero Framed Manchester United 2021-22 Away Shirt,£729.99,In stock,"This shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on November 29th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes Official UEFA Champions League Back Signed and Hero Framed Manchester United 2021-22 Away Shirt,£559.99,In stock,"This shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on November 29th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 920mm (H) x 1120mm (W) x 20mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes Official UEFA Champions League Back Signed and Framed Manchester United 2021-22 Away Shirt,£524.99,In stock,"This shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on November 29th, 2021. The shirt comes with an official UEFA Champions League Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic memorabilia displayed in our stunning official UCL frame, capturing the spirit of football's premier club competition.",Approximate size: 875mm (H) x 785mm (W) x 38mm (D),Dispatch time: Usually dispatched within 8-10 working days
Bruno Fernandes,Bruno Fernandes Back Signed Manchester United 2022-23 Home Shirt With Fan Style Number,£349.99,In stock,"This Manchester United shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia.",,
Bruno Fernandes,Bruno Fernandes Back Signed Manchester United 2022-23 Home Shirt With Fan Style Number In Deluxe Packaging,£384.99,In stock,"This Manchester United shirt was personally signed by Bruno Fernandes during a private signing session in Manchester on October 14th, 2022. The shirt comes with an official Icons.com Certificate of Authenticity, which serves as your proof that the signature is 100% genuine. Buy yours while stocks last to own this special piece of authentic sports memorabilia. This shirt comes presented in an Icons.com deluxe gift box, which helps protect and display your signed sports memorabilia, and is also perfect for gifting.",Approximate size: 375mm (H) x 315mm (W) x 40mm (D),Dispatch time: Usually dispatched within 2-3 working days
